日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260131.0,2139.0,中広,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2146.0,ＵＴグループ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2148.0,アイティメディア,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2152.0,幼児活動研究会,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2153.0,Ｅ・Ｊホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2154.0,オープンアップグループ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2156.0,セーラー広告,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2157.0,コシダカホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2158.0,ＦＲＯＮＴＥＯ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,215A,タイミー,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2160.0,ジーエヌアイグループ,グロース（内国株式）,3250.0,医薬品,5.0,医薬品,-,-
20260131.0,2162.0,ｎｍｓ　ホールディングス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2163.0,アルトナー,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2164.0,地域新聞社,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2168.0,パソナグループ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2169.0,ＣＤＳ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,216A,ライフクリエイト,PRO Market,6100.0,小売業,14.0,小売,-,-
20260131.0,2170.0,リンクアンドモチベーション,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2173.0,博展,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2175.0,エス・エム・エス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2179.0,成学社,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,217A,サポート,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2180.0,サニーサイドアップグループ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2181.0,パーソルホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,2183.0,リニカル,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2185.0,シイエム・シイ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2186.0,ソーバル,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,218A,Ｌｉｂｅｒａｗａｒｅ,グロース（内国株式）,3750.0,精密機器,9.0,電機・精密,-,-
20260131.0,2193.0,クックパッド,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2195.0,アミタホールディングス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2196.0,エスクリ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2198.0,アイ・ケイ・ケイホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,219A,Ｈｅａｒｔｓｅｅｄ,グロース（内国株式）,3250.0,医薬品,5.0,医薬品,-,-
20260131.0,2201.0,森永製菓,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2204.0,中村屋,スタンダード（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2206.0,江崎グリコ,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2207.0,ｍｅｉｔｏ,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2208.0,ブルボン,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2209.0,井村屋グループ,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,220A,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2211.0,不二家,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2212.0,山崎製パン,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2215.0,第一屋製パン,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2216.0,カンロ,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2217.0,モロゾフ,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2220.0,亀田製菓,プライム（内国株式）,3050.0,食料品,1.0,食品,6.0,TOPIX Small 1
20260131.0,2221.0,岩塚製菓,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2222.0,寿スピリッツ,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2224.0,コモ,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2226.0,湖池屋,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2229.0,カルビー,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,222A,ＮＩＣＳ,PRO Market,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2264.0,森永乳業,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2266.0,六甲バター,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2267.0,ヤクルト本社,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2268.0,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2269.0,明治ホールディングス,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,226A,勝美ジャパン,PRO Market,3050.0,食料品,1.0,食品,-,-
20260131.0,2270.0,雪印メグミルク,プライム（内国株式）,3050.0,食料品,1.0,食品,6.0,TOPIX Small 1
20260131.0,227A,ＩＮＳＩＧＨＴ　ＬＡＢ,PRO Market,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2281.0,プリマハム,プライム（内国株式）,3050.0,食料品,1.0,食品,6.0,TOPIX Small 1
20260131.0,2282.0,日本ハム,プライム（内国株式）,3050.0,食料品,1.0,食品,4.0,TOPIX Mid400
20260131.0,2286.0,林兼産業,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2288.0,丸大食品,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,228A,オプロ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2291.0,福留ハム,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2292.0,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,3050.0,食料品,1.0,食品,6.0,TOPIX Small 1
20260131.0,2293.0,滝沢ハム,スタンダード（内国株式）,3050.0,食料品,1.0,食品,-,-
20260131.0,2294.0,柿安本店,プライム（内国株式）,3050.0,食料品,1.0,食品,7.0,TOPIX Small 2
20260131.0,2296.0,伊藤ハム米久ホールディングス,プライム（内国株式）,3050.0,食料品,1.0,食品,6.0,TOPIX Small 1
20260131.0,229A,アスミホールディングス,PRO Market,2050.0,建設業,3.0,建設・資材,-,-
20260131.0,2300.0,きょくとう,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2301.0,学情,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2303.0,ドーン,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2304.0,ＣＳＳホールディングス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2305.0,スタジオアリス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2307.0,クロスキャット,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2311.0,エプコ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2315.0,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2317.0,システナ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2321.0,ソフトフロントホールディングス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2323.0,ｆｏｎｆｕｎ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2325.0,ＮＪＳ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2326.0,デジタルアーツ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2327.0,日鉄ソリューションズ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,2329.0,東北新社,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2330.0,フォーサイド,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2331.0,ＡＬＳＯＫ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,2332.0,クエスト,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2334.0,イオレ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2335.0,キューブシステム,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2337.0,いちご,プライム（内国株式）,8050.0,不動産業,17.0,不動産,6.0,TOPIX Small 1
20260131.0,2338.0,クオンタムソリューションズ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2340.0,極楽湯ホールディングス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2341.0,アルバイトタイムス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2342.0,トランスジェニックグループ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2344.0,平安レイサービス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2345.0,クシム,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2349.0,エヌアイデイ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2351.0,ＡＳＪ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2353.0,日本駐車場開発,プライム（内国株式）,8050.0,不動産業,17.0,不動産,6.0,TOPIX Small 1
20260131.0,2354.0,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,2359.0,コア,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2370.0,メディネット,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2371.0,カカクコム,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,2373.0,ケア２１,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2374.0,セントケア・ホールディング,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2375.0,ギグワークス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2376.0,サイネックス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2378.0,ルネサンス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2379.0,ディップ,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,6.0,TOPIX Small 1
20260131.0,2384.0,ＳＢＳホールディングス,プライム（内国株式）,5050.0,陸運業,12.0,運輸・物流,6.0,TOPIX Small 1
20260131.0,2385.0,総医研ホールディングス,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2388.0,ウェッジホールディングス,グロース（内国株式）,7200.0,その他金融業,16.0,金融（除く銀行）,-,-
20260131.0,2389.0,デジタルホールディングス,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,2391.0,プラネット,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2393.0,日本ケアサプライ,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,2395.0,新日本科学,プライム（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
